ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_trigger_score,buy_trigger_state,buy_opportunity_type,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_p_acceptance_1d,buy_p_fail_fast_3d,buy_breakout_quality,buy_volume_state,buy_volume_pattern,buy_position_state,buy_trend_truth_score,buy_readiness_score,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_trigger_score,sell_trigger_state,sell_opportunity_type,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_p_acceptance_1d,sell_p_fail_fast_3d,sell_breakout_quality,sell_volume_state,sell_volume_pattern,sell_position_state,sell_trend_truth_score,sell_readiness_score,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,new_trigger_filter,mismatch_type
600498.SH,烽火通信,2026-01-06,2026-01-07,1,100,34.96,36.8,184.0,0.0526,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,63,0.7245,0.6543,0.2151,0.1028,valid,expand,neutral,rising,97.71052098610434,71.86003806508926,显著强于基准,103.282,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,63,0.5427,0.6148,0.6853,0.0278,valid,expand,gentle_expand,rising,100.0,71.82443953247652,显著强于基准,89.602,0.0,False,False,False,False,True,True,other
002340.SZ,格林美,2026-01-08,2026-01-09,1,400,8.78,8.75,-12.0,-0.0034,defense_first,stand_aside,exit_on_invalidation,95,100,watch,observe,69,0.3773,0.0851,0.9301,0.0318,suspicious,expand,neutral,rising,79.62874436917504,68.27111689350168,显著强于基准,64.572,0.0,defense_first,stand_aside,exit_on_invalidation,90,91,watch,reject,69,0.7936,0.0174,0.9056,0.0253,invalid,contract,neutral,rising,79.82912115843581,61.66735980481566,略强于基准,99.392,0.0,True,False,False,False,True,True,other
002532.SZ,天山铝业,2025-12-31,2026-01-09,9,200,16.19,18.07,376.0,0.1161,defense_first,stand_aside,exit_on_invalidation,100,91,watch,observe,60,0.1886,0.3917,0.2627,0.7221,suspicious,neutral,neutral,high_zone,79.78641869018381,57.02838365633253,显著强于基准,10.584,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,65,0.0211,0.9077,0.2236,0.7935,suspicious,neutral,gentle_expand,rising,100.0,73.12320077186547,显著强于基准,-10.5,0.0,False,False,False,False,True,True,other
000768.SZ,中航西飞,2026-01-09,2026-01-14,5,100,30.0,28.01,-199.0,-0.0663,defense_first,stand_aside,exit_on_invalidation,100,96,watch,reject,57,0.6982,0.5562,0.8692,0.323,valid,neutral,distribution,high_zone,61.38523835421452,46.81247499754875,显著强于基准,91.24,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,85,watch,observe,61,0.8707,0.102,0.4979,0.4408,suspicious,contract,neutral,rising,84.92549958387936,60.836681365309474,略强于基准,91.372,0.0,True,False,False,True,False,True,other
601611.SH,中国核建,2026-01-09,2026-01-14,5,200,18.22,17.93,-58.0,-0.0159,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,75,0.2324,0.3793,0.1166,0.5667,suspicious,expand,impulsive_spike,high_zone,90.0,72.82694929408778,显著强于基准,14.238,0.0,defense_first,stand_aside,exit_on_invalidation,100,96,watch,reject,81,0.7152,0.2671,0.2341,0.7634,invalid,neutral,gentle_expand,rising,100.0,68.36969788953408,显著强于基准,42.516,0.0,True,False,False,False,True,True,other
600879.SH,航天电子,2026-01-13,2026-01-14,1,100,28.43,29.46,103.0,0.0362,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,79,0.6054,0.6745,0.0782,0.932,suspicious,expand,neutral,rising,100.0,67.91240843864014,显著强于基准,25.62,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,79,0.2144,0.4169,0.2449,0.6812,valid,expand,gentle_expand,rising,100.0,69.40297611037971,显著强于基准,1.568,0.0,False,False,False,False,True,True,other
601872.SH,招商轮船,2026-01-14,2026-01-15,1,300,11.2,11.37,51.0,0.0152,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,71,0.6676,0.2764,0.0214,0.5366,suspicious,contract,gentle_expand,rising,99.11254221381184,66.85475851320308,显著强于基准,63.564,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,70,0.4211,0.0568,0.1115,0.1462,suspicious,contract,neutral,high_zone,99.64498507069273,66.07900120396451,显著强于基准,63.338,0.0,False,False,False,False,False,True,other
600588.SH,用友网络,2026-01-15,2026-01-16,1,200,17.45,16.03,-284.0,-0.0814,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,70,0.4259,0.5377,0.2359,0.7077,suspicious,expand,impulsive_spike,rising,90.0,73.84135262663841,显著强于基准,30.128,0.0,defense_first,stand_aside,exit_on_invalidation,100,99,watch,reject,81,0.3543,0.4136,0.3236,0.7743,invalid,neutral,neutral,rising,100.0,70.46482748905112,显著强于基准,7.422,0.0,True,False,False,False,True,True,other
601106.SH,中国一重,2026-01-15,2026-01-19,4,600,5.95,5.12,-498.0,-0.1395,defense_first,stand_aside,exit_on_invalidation,100,97,watch,reject,82,0.7562,0.5605,0.0683,0.8988,invalid,contract,neutral,rising,100.0,65.42731964290356,显著强于基准,38.042,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,74,0.3963,0.4876,0.5686,0.4202,suspicious,contract,neutral,rising,100.0,70.64944150786204,与基准大体同步,40.418,0.0,True,False,False,False,True,True,other
601872.SH,招商轮船,2026-01-16,2026-01-19,3,300,11.17,11.4,69.0,0.0206,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,98,watch,observe,71,0.6635,0.278,0.0663,0.3956,suspicious,neutral,neutral,rising,100.0,64.67833391375262,显著强于基准,70.514,0.0,defense_first,stand_aside,exit_on_invalidation,100,97,watch,observe,71,0.4818,0.1612,0.2263,0.1909,suspicious,neutral,neutral,high_zone,100.0,65.43384319639955,显著强于基准,64.076,0.0,False,True,False,False,True,True,other
000338.SZ,潍柴动力,2026-01-19,2026-01-21,2,100,22.6,22.52,-8.0,-0.0035,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.2676,0.1368,0.5406,0.3127,suspicious,expand,impulsive_spike,high_zone,75.74274406814548,67.4575115939102,显著强于基准,41.998,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,69,0.3787,0.7063,0.7328,0.1324,suspicious,neutral,gentle_expand,high_zone,100.0,72.89956755252828,显著强于基准,60.926,0.0,True,False,False,False,True,True,other
601179.SH,中国西电,2026-01-20,2026-01-22,2,200,15.51,15.37,-28.0,-0.009,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,73,0.1617,0.8222,0.057,0.7047,suspicious,expand,gentle_expand,high_zone,100.0,80.06338482734375,显著强于基准,0.888,0.0,defense_first,stand_aside,exit_on_invalidation,100,93,watch,reject,74,0.5138,0.2164,0.0521,0.7758,invalid,neutral,neutral,rising,100.0,66.43221736880001,显著强于基准,26.982,0.0,True,False,False,False,True,True,other
002131.SZ,利欧股份,2026-01-15,2026-01-23,8,300,10.26,8.41,-555.0,-0.1803,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,66,0.1129,0.4764,0.0256,0.868,valid,expand,neutral,high_zone,100.0,78.43003894749138,显著强于基准,-6.79,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,72,0.8045,0.2396,0.7805,0.1962,valid,expand,neutral,rising,100.0,73.95510558258877,与基准大体同步,96.678,0.0,True,False,False,False,False,True,other
000975.SZ,山金国际,2026-01-22,2026-01-23,1,100,34.03,34.46,43.0,0.0126,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,60,0.1809,0.4853,0.6093,0.4176,valid,neutral,neutral,rising,100.0,67.7095189452334,显著强于基准,33.034,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,60,0.4127,0.3951,0.5209,0.4707,valid,neutral,gentle_expand,rising,100.0,67.56820570485196,显著强于基准,53.028,0.0,False,False,False,False,True,True,other
002064.SZ,华峰化学,2026-01-23,2026-01-26,3,200,12.52,12.5,-4.0,-0.0016,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,66,0.6108,0.2176,0.4618,0.1669,valid,expand,neutral,rising,83.56417730172247,65.92406545223592,显著强于基准,85.066,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,85,watch,observe,66,0.6201,0.2752,0.4888,0.1602,suspicious,neutral,neutral,rising,79.66674658516607,59.833426843078584,与基准大体同步,78.148,0.0,True,False,False,False,False,True,other
600176.SH,中国巨石,2026-01-22,2026-01-26,4,100,21.2,20.62,-58.0,-0.0274,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,62,0.2137,0.4251,0.104,0.4042,valid,expand,gentle_expand,high_zone,87.89983933142668,67.785417916451,显著强于基准,35.118,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,90,watch,observe,63,0.4568,0.0913,0.41,0.3874,suspicious,contract,neutral,rising,86.31158551798136,59.39587578680583,显著强于基准,53.936,0.0,True,False,False,True,False,True,other
600219.SH,南山铝业,2026-01-21,2026-02-02,12,500,6.52,6.61,45.0,0.0138,defense_first,stand_aside,exit_on_invalidation,100,98,watch,observe,62,0.2202,0.803,0.1909,0.3103,suspicious,contract,neutral,high_zone,78.6497811800927,59.35080171157754,显著强于基准,40.302,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,56,83,watch,first_buy,87,0.585,0.0366,0.8716,0.3135,suspicious,expand,neutral,rising,93.35981071899434,62.74545845402025,与基准大体同步,23.54,0.0,False,False,False,False,False,True,other
000630.SZ,铜陵有色,2026-01-30,2026-02-03,4,400,8.28,7.86,-168.0,-0.0507,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,69,0.3665,0.6013,0.1003,0.9619,suspicious,neutral,neutral,rising,100.0,66.21015434439528,显著强于基准,9.936,0.0,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,73,0.3802,0.4555,0.5764,0.1875,valid,expand,gentle_expand,rising,100.0,74.2795523624689,显著强于基准,53.77,0.0,True,False,False,False,True,True,other
600352.SH,浙江龙盛,2026-01-30,2026-02-03,4,200,15.22,14.46,-152.0,-0.0499,defense_first,stand_aside,exit_on_invalidation,100,100,watch,observe,58,0.1607,0.9329,0.0612,0.9665,valid,expand,neutral,high_zone,100.0,72.96990868356318,显著强于基准,0.08,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,100,100,watch,observe,71,0.4313,0.2348,0.1545,0.4155,suspicious,neutral,gentle_expand,rising,100.0,71.30924175695044,显著强于基准,47.2,0.0,True,False,False,False,False,True,other
601212.SH,白银有色,2026-01-30,2026-02-04,5,200,13.69,11.09,-520.0,-0.1899,defense_first,stand_aside,exit_on_invalidation,100,81,watch,reject,83,0.2367,0.8747,0.2461,0.9434,invalid,contract,neutral,rising,100.0,58.994605112700185,显著强于基准,-26.384,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,100,watch,observe,75,0.9083,0.1914,0.3336,0.1659,valid,expand,gentle_expand,rising,100.0,70.71328769692511,与基准大体同步,105.876,0.0,True,False,False,True,False,True,other
